stop_id,stop_name,stop_lat,stop_lon,route_type,wheelchair_boarding
RAZA3,Ranzay,47.25215223,-1.52990145,3,1
CONI2,Corniche,47.25285439,-1.5947538,3,2
PSOR1,Prières,47.15011002,-1.52616268,3,1
HBLI2,Hôpital Bellier,47.22112579,-1.52474528,0,1
BDPA2,Bout des Pavés,47.2527063,-1.57638613,3,1
VTNN2,Vertonne,47.1865825,-1.4939313,3,2
NOAH1,Noë St Jean,47.21928242,-1.73519621,3,1
BCES1,Bois Cesbron,47.26109438,-1.6244841,3,1
VRPD2,Vert Praud,47.16662575,-1.54994912,3,1
BYCE1,Centre de Bouaye,47.14397178,-1.69176169,3,1
CLTT2,Châlet,47.22942048,-1.54451867,3,1
SDON1,St-Donatien,47.22943648,-1.54024249,3,1
FRMO2,Frémoire,47.15332516,-1.47633012,3,2
STPI2,St-Pierre,47.21806866,-1.55175761,3,1
JLVE4,Joliverie,47.18967179,-1.51661141,3,1
TAID2,Toutes Aides,47.22605433,-1.52304517,3,1
LZCA1,Lusançay,47.20265351,-1.58230893,3,1
BCHE3,Basse Chênaie,47.24102763,-1.50856697,3,1
CNON1,Chinon,47.27413636,-1.42900524,3,2
PMEU1,Port aux Meules,47.16542361,-1.49301343,3,2
GDOU2,Grande Ouche,47.18133696,-1.57968637,0,1
CSTA1,Collège Ste-Anne,47.29496382,-1.49243602,3,2
MATI1,Matière,47.27636669,-1.4488886,3,1
PRGE1,Portail Rouge,47.24438574,-1.50436203,3,1
SVIN2,Stévin,47.26006192,-1.63431451,3,1
LPLE4,La Plée,47.19317355,-1.46273233,3,1
CATI1,Cartier,47.26820359,-1.45550147,3,1
SPRU1,Sully Prudhomme,47.2362545,-1.59655921,3,1
LNTT1,Linot,47.26545888,-1.52590509,3,1
FTDO1,Fructidor,47.24009067,-1.55952298,3,2
JANA1,Jaunais,47.17603889,-1.53376463,3,1
MCOU2,Mairie de Couëron,47.21210935,-1.7270121,3,1
RDFY2,Raoul Dufy,47.2226691,-1.5996297,3,1
BYTO2,Bouaye Coteaux,47.16477865,-1.67886486,3,2
ORVA1,Orvault,47.27871075,-1.6402016,3,1
WATT1,Wattignies,47.20414809,-1.54654609,0,1
POEC2,Portechaise,47.20060966,-1.52606786,3,1
CBRD1,Claude Bernard,47.22304901,-1.61174831,3,1
CVER1,Chapeau Verni,47.1893268,-1.5116823,3,1
PCZI1,Pont de Chézine,47.23814739,-1.61442889,3,2
EPIN1,Épinais,47.13630814,-1.61053845,3,2
XBON3,Croix Bonneau,47.21043565,-1.59628706,3,2
CTAR2,Cotalard,47.28617298,-1.53779415,3,1
BLVU5,Mendès France - Bellevue,47.20876514,-1.61137101,3,1
QSCO2,Quai Surcouf,47.19490569,-1.57794131,3,1
TENA3,Tertre,47.2139135,-1.60582096,3,1
SSGN2,Simone Signoret,47.17567117,-1.56372354,3,1
BZAR1,Buzardières,47.20725278,-1.65963116,3,1
ACHA2,Angle Chaillou,47.26981,-1.57210725,3,2
FOUL2,Foulquier,47.30982065,-1.5463002,3,1
LYOR3,Lycée d'Orbigny,47.15577397,-1.68149366,3,1
CMLL2,Charmille,47.25707866,-1.60617584,3,1
OLIV1,Olivier,47.21757479,-1.72485187,3,1
GCEN1,Grande Censive,47.25249406,-1.54829822,3,1
GLIE2,Gilière,47.29923507,-1.55337374,3,1
CURI1,Curie,47.19043615,-1.48699726,3,2
HAVE1,Halvêque,47.25744228,-1.52030817,0,1
PAMI1,Palmiers,47.19002854,-1.53299779,3,2
TPCH2,Terpsichore,47.2821819,-1.50147659,3,1
SOUI2,Souillarderie,47.2381248,-1.51604271,0,1
TBCH1,Trébuchet,47.2198078,-1.54561388,3,1
PTUR4,Pâtures,47.30382256,-1.55653737,3,2
CLMO2,Cimetière La Montagne,47.18732581,-1.6864902,3,1
CAST2,Castorama,47.25896592,-1.50696007,3,2
POTT1,Pottier,47.17793164,-1.62753849,3,1
BNIE1,Bournière,47.25435766,-1.4553686,3,2
RDFY1,Raoul Dufy,47.22259055,-1.59950361,3,1
PBLE4,Patis Brûlé,47.19926593,-1.50729755,3,2
CLSE1,Closeaux,47.23915156,-1.62799671,3,1
TML58,Tourmaline,47.22149319,-1.63270876,3,1
EPYY2,Epinay,47.29218742,-1.48686141,3,2
LLMO1,Le Clémois,47.13741437,-1.72256644,3,1
EQPE1,Équipement,47.22380464,-1.57537721,3,1
HGNR2,Haute Gournière,47.26788984,-1.54586193,3,2
GCHE2,Gachet,47.29259995,-1.52403246,3,2
FLAN1,Flandres,47.28583418,-1.54669464,3,1
LAHA1,La Haie,47.26092483,-1.47509623,3,2
DAKK2,Danemark,47.26190702,-1.49649643,3,2
GLNE1,Galarne,47.20819359,-1.53000277,3,1
AVEN1,Aveneaux,47.23391561,-1.62972968,3,1
LACH1,L'Arche,47.21288811,-1.70861683,3,1
FTAB2,Félix Tableau,47.18738598,-1.5468072,3,1
BALI3,Balinière,47.18466884,-1.5544073,3,1
GOLF2,Golf,47.23619473,-1.60434919,3,2
BODO3,Bourdonnières,47.18638625,-1.52199103,3,1
BLCH2,Blancho,47.21328623,-1.73465391,3,2
LABE2,Lac de Beaulieu,47.21935437,-1.69242493,3,1
RNRE2,Renaudières,47.29936083,-1.50806216,3,1
RVAN2,Rond-Point de Vannes,47.22982062,-1.57268482,0,1
TILL2,Tillay,47.2287764,-1.60622627,3,1
CLMO1,Cimetière La Montagne,47.18747211,-1.68655669,3,1
SMAR2,St-Martin,47.21339353,-1.6930349,3,2
BNNO1,Bernanos,47.20648886,-1.61332175,3,1
GDNN2,Gendronnerie,47.12704832,-1.63987161,3,2
MCHA2,Mairie de Chantenay,47.2071462,-1.58752031,3,1
RSLI2,Rousselière,47.17550129,-1.51764952,3,1
LCTE2,La Côte,47.28211027,-1.56060553,3,1
NRDA1,Neruda,47.21753055,-1.6134271,0,1
VDCE1,Val du Cens,47.26109415,-1.66452042,3,1
PNRZ2,Pinier,47.18269794,-1.54555296,3,1
BDPA5,Bout des Pavés,47.25350051,-1.575595,3,1
PSIN1,Pasteur,47.20100501,-1.6786029,3,2
VALL2,Vallée,47.25042201,-1.57686974,3,1
PPTR1,Papotière,47.24012385,-1.49684202,3,1
KOEN1,Koenig,47.19803845,-1.6156331,3,2
BARR1,La Barre,47.30875926,-1.38111747,3,2
SJPO1,St-Joseph de Porterie,47.26786807,-1.51677618,3,1
MPER1,Millepertuis,47.22198733,-1.67944144,3,1
GERA3,Géraudière,47.26268574,-1.56660234,3,2
ZENI1,Zénith,47.23048053,-1.62922634,3,1
PIPA1,Pipay,47.22579664,-1.53695632,3,1
SEC58,Schoelcher,47.22065473,-1.62828372,3,1
RMNE1,Romanet,47.21149135,-1.60924709,0,1
GNRA6,Greneraie,47.19932757,-1.532872,3,1
ARCA1,Arcades,47.21182995,-1.65277809,3,1
COLI3,Colinière,47.23655083,-1.50799252,3,1
FRON3,Frêne Rond,47.19038613,-1.49641519,3,1
CUIE1,Chausserie,47.14942648,-1.70423348,3,1
MNTR3,Ménétrier,47.24087216,-1.52370469,3,1
JNLI1,Jonelière,47.25173237,-1.54077058,3,2
RTSC4,Recteur Schmitt,47.25238202,-1.55295818,3,1
XJAN1,Croix Jeannette,47.17118755,-1.62367633,3,2
RSLI1,Rousselière,47.17564052,-1.51833318,3,1
MVAN2,Mortier Vannerie,47.18016409,-1.49943751,3,2
BLGO2,Berligout,47.21568713,-1.67854942,3,1
CHGN2,Châtaigniers,47.22171128,-1.60185565,3,1
LME98,La Martinière,47.20633168,-1.78491058,3,1
PRZE2,Porte de Rezé,47.15727632,-1.54095989,3,1
SSTA1,St-Stanislas,47.22221355,-1.55658556,3,1
HAUB2,Haubans,47.21441325,-1.52995657,3,1
SOCH1,Souchais,47.30772568,-1.48952165,3,1
BSOL2,Beau Soleil,47.17752041,-1.64436806,3,2
JAPY2,Japy,47.25991509,-1.51039387,3,1
BGTT2,Bergeronnettes,47.23928085,-1.60035784,3,1
PTCH2,Patache,47.27125269,-1.61961956,3,2
KOEN2,Koenig,47.19809806,-1.61541813,3,2
GSAN2,George Sand,47.16583906,-1.54582312,3,1
PCSI1,Petite Censive,47.26046858,-1.56105454,3,2
LLIO1,Les Lions,47.24959938,-1.61385982,3,1
TERR1,Terray,47.25184554,-1.52730916,3,1
MORH3,Morrhonnière - Petit Port,47.24153989,-1.55626804,3,1
BUSS1,Buisson,47.26060509,-1.48742297,3,2
THEB2,Thébaudières,47.24440559,-1.60637221,3,1
PIPA2,Pipay,47.22554026,-1.53734893,3,2
PCPE3,Porte de La Chapelle,47.25932877,-1.55720231,3,1
BATI1,Batignolles,47.25554394,-1.52963613,3,1
PAPO1,Parc Potager,47.23591597,-1.5224927,3,1
PBRE1,Petit Breton,47.21330177,-1.59937014,3,1
LJOS2,Léon Jost,47.23582877,-1.56343751,3,1
HBRA1,Herbray,47.15022667,-1.47103341,3,2
GONI1,Gournière,47.26842282,-1.54942559,3,1
AQUI2,Aquitaine,47.20975523,-1.61483312,3,1
GIAR2,Gilarderie,47.1858884,-1.68248578,3,1
SBSA2,St-Jean-Baptiste de la Salle,47.23337903,-1.55997289,3,1
SRTR1,Sartre,47.21425401,-1.64021155,3,2
PLCL1,Polyclinique,47.22795622,-1.61153141,3,1
BCHE2,Basse Chênaie,47.24145339,-1.50835821,3,1
BCGA4,Bd Charles Gautier,47.22282517,-1.60702642,3,1
PRTE2,Portereau,47.16810707,-1.5007912,3,1
RUET2,Ruette,47.23335669,-1.51127357,3,1
BJLI2,Bois Jaulin,47.1775634,-1.636786,3,1
PLAE1,Planche Etienne,47.16596682,-1.62533073,3,1
GCAR3,Grand Carcouët,47.23111816,-1.59177031,3,1
VRIE2,Vrière,47.28218794,-1.5561165,3,1
GSIN1,Grassinière,47.16579206,-1.50790187,3,2
MONE4,Moinet,47.26495287,-1.49218606,3,2
MQDI1,Marquis de Dion,47.29713845,-1.48785519,3,1
MGDR1,Mongendrière,47.29265614,-1.5542476,3,1
JAME3,Jamet,47.2103271,-1.60415692,3,2
LFLE2,Laurier Fleuri,47.18756851,-1.48488075,3,2
BAS99,Bastille,47.17898673,-1.59695301,3,2
BGLA2,Basse-Goulaine,47.21117541,-1.46670948,3,2
BGLA1,Basse-Goulaine,47.21123001,-1.46655607,3,2
PFNA1,Purfina,47.19458586,-1.63496554,3,1
GVNO2,Gare de Vertou Nord,47.1870999,-1.47850463,3,1
BEHI2,Behinière,47.19701789,-1.79093353,3,1
CRNO2,Corbon,47.21335549,-1.46090204,3,2
NONO1,Noë Nozou,47.13023685,-1.63718873,3,1
JVNA1,Jules Verne,47.24866366,-1.51721344,3,1
MLCS2,Moulin Cassé,47.15575719,-1.70982025,3,2
BCHE4,Basse Chênaie,47.24192686,-1.50893315,3,1
RBNI3,Robinière,47.16364446,-1.53554305,3,2
BENA1,Beaulieu,47.20414853,-1.53714172,3,1
FTAB1,Félix Tableau,47.18752997,-1.54697091,3,1
PLBL2,Port la Blanche,47.27190215,-1.51644776,3,1
RAZA4,Ranzay,47.25384595,-1.52988637,3,1
GIND1,Gare d'Indre,47.2049257,-1.6625528,3,1
CHIN2,La Chesnaie,47.28167117,-1.53759214,3,1
CTBO2,Coteaux,47.18438813,-1.66923766,3,1
BSYS2,Bois St-Lys,47.30028294,-1.48207373,3,1
COET2,Les Couëts,47.18069157,-1.58668691,0,1
CROU1,Chemin Rouge,47.25157842,-1.51760872,3,2
VTOU1,Vertou,47.16904084,-1.47117202,3,1
CDAN4,Chêne des Anglais,47.26150091,-1.57366281,3,1
OCEA1,Couëron Océan,47.21330012,-1.73935724,3,2
VIER2,Viv'Erdre,47.28563361,-1.55037822,3,2
CRTI1,Crétinières,47.27715351,-1.5534669,3,1
OLYM1,Olympe de Gouges,47.30872634,-1.54453364,3,1
BVOI4,Beauvoir,47.17884915,-1.62668434,3,1
SLVI1,St-Léger-les-Vignes,47.13650462,-1.73016715,3,1
RVER1,Roches Vertes,47.18520873,-1.52399086,3,1
SLGE2,Salorges,47.20533199,-1.57436112,3,1
TMLI2,Tourmaline,47.22150673,-1.63278645,0,1
CLGE5,Chalonges,47.18989002,-1.4727093,3,1
AEPO2,D2A - Aéroport,47.15695907,-1.59727104,3,2
DRID2,Druides,47.23855394,-1.50750309,3,1
HALF3,Haluchère - Batignolles,47.24898782,-1.52305922,3,1
HBAN9,Hangar à Bananes,47.19909783,-1.57278491,4,1
OMRL1,Orvault Morlière,47.24689068,-1.60352386,0,1
OGV99,Orvault Grand Val,47.26296904,-1.59451468,3,1
PLCL2,Polyclinique,47.22798443,-1.6117596,3,1
HARO2,Harouys,47.21668123,-1.56708874,3,2
TMLI1,Tourmaline,47.22139024,-1.63245521,0,1
PVTO1,Porte de Vertou,47.1809041,-1.50520245,3,1
BNDA2,Brindais,47.13893567,-1.71820118,3,2
MNOT1,Minoterie,47.21691867,-1.72158946,3,1
FRA58,Frachon,47.21942578,-1.62211129,3,1
RNAN2,Renan,47.216309,-1.61353784,3,1
PTEC1,Polytech,47.28083556,-1.51355829,3,2
TROC1,Trocardière,47.18322148,-1.56970596,0,1
BOSI3,Boissière,47.25521779,-1.56576739,3,2
MZUR1,Mazure,47.2571401,-1.48014552,3,2
IMPR1,Imprimeurs,47.2386529,-1.67006504,3,2
QANT2,Quai des Antilles,47.20370768,-1.56948729,3,1
EGLI2,Égalité,47.20947084,-1.58881693,0,1
CNVR1,Chêne Vert,47.28625856,-1.43946571,3,2
IDLO1,Îles de Loire,47.21077207,-1.49031802,3,1
MAI81,8 Mai,47.18950295,-1.55130764,0,1
PRDI2,Praudière,47.2573476,-1.58375459,3,2
GRZI1,Grezillières,47.21419263,-1.47885695,3,1
STBS2,Stade,47.19128888,-1.70794766,3,1
CQGU2,Chat qui Guette,47.1919537,-1.69713186,3,1
FRGA2,Frégate,47.23522526,-1.47604011,3,2
HODI3,Hôtel Dieu,47.2128311,-1.55213701,3,1
OMRL5,Orvault Morlière,47.24673065,-1.60398956,3,1
CTLI1,Courteline,47.23642701,-1.58692349,3,1
BRCH1,Bréchetière,47.28468842,-1.50339577,3,2
CORA1,Conraie,47.26082892,-1.5882502,3,1
CLNA2,Colonac,47.22417649,-1.60317287,3,1
TEN59,Tertre,47.21493663,-1.60855999,3,1
TBLY2,Tabarly,47.19550964,-1.54890169,3,1
PONT2,Pontereau,47.30646398,-1.37895717,3,2
SRTR2,Sartre,47.21460448,-1.64093954,3,2
CGLA2,Chêne Gala,47.18392541,-1.53980805,3,1
MRGE1,Morges,47.16489487,-1.47208158,3,1
GIQU2,Gicquelière,47.25814838,-1.45911658,3,1
LMIC2,Louise Michel,47.21934831,-1.61342251,3,2
BBRE2,Barbinière,47.15984337,-1.48162038,3,1
MITR4,Mitrie,47.22886956,-1.5269491,3,1
GESV1,Gesvrine,47.2700938,-1.55195667,3,1
FMIT4,François Mitterrand,47.222051,-1.63850263,3,1
FRKL1,Franklin,47.22577778,-1.61966466,3,1
MNEF1,Moulin Neuf,47.23017282,-1.516373,3,2
PVTO5,Porte de Vertou,47.18071125,-1.5056919,3,1
SILL3,Sillon de Bretagne,47.24564217,-1.60879658,3,2
BLSL1,Bellevue,47.23532809,-1.47369243,3,2
MDTH1,Médiathèque,47.21120415,-1.56059839,0,1
MDTH4,Médiathèque,47.21027441,-1.56249611,3,2
CSCL1,Cimetière St-Clair,47.21659616,-1.59238548,3,1
META1,Métairie,47.2139753,-1.6994466,3,1
CORA2,Conraie,47.26089554,-1.58840988,3,1
DAVU2,Davum,47.26471035,-1.4962344,3,2
COTA1,Coutancière,47.30617449,-1.56007737,3,1
CVER4,Chapeau Verni,47.18915303,-1.50898383,3,2
LDAS1,Landas,47.16932388,-1.51074929,3,2
CBRD2,Claude Bernard,47.22316702,-1.61193154,3,1
BALI4,Balinière,47.18479616,-1.55413119,3,1
BDOU1,Bd de Doulon,47.22471553,-1.51977559,0,1
POLE2,Poulenc,47.25537983,-1.58109813,3,2
BEDR2,Bel Endroit,47.1547097,-1.63398011,3,2
LON58,Longchamp,47.23484735,-1.58199414,3,2
MVSI2,Mauvoisins,47.19003425,-1.52552799,3,1
HODI6,Hôtel Dieu,47.21245029,-1.55338619,3,1
FALI2,Fallières,47.22494819,-1.57947086,3,1
CURI2,Curie,47.19052929,-1.48742009,3,2
GALH1,Galheur,47.16657761,-1.58086931,3,2
PISE3,Pin Sec,47.243291,-1.51889467,3,2
EINS2,Einstein,47.26395315,-1.57085335,3,1
JCAR1,Jacques Cartier,47.22389662,-1.63622818,3,1
CMLL1,Charmille,47.25716925,-1.60594969,3,1
DAKK3,Danemark,47.26174097,-1.49748205,3,2
CGLA1,Chêne Gala,47.18316762,-1.5392023,3,1
SRNI1,Les Sorinières,47.15912062,-1.51811864,3,1
RABI2,Rabine,47.26111004,-1.64378223,3,2
UBRU1,Usine Brûlée,47.19496069,-1.63203466,3,1
CHZY1,Chanzy,47.22414608,-1.54489751,3,1
SINI2,Sinière,47.22569653,-1.67781328,3,1
JHDI2,Jahardières,47.12530215,-1.64288299,3,2
MBSE1,Moulin Boisseau,47.28841846,-1.48416682,3,2
RCAS6,René Cassin,47.26408889,-1.57633426,3,1
SVDI2,Solvardière,47.2180674,-1.64230619,3,1
NOHH2,North House,47.19581698,-1.57341211,3,2
ARCA2,Arcades,47.21202199,-1.65360536,3,1
LMRI2,Lamoricière,47.21454338,-1.57257844,3,1
BDSP2,Bd des Sports,47.16564624,-1.46885999,3,1
LUNI2,Lieu Unique,47.21584309,-1.54529314,3,2
LZCA2,Lusançay,47.20271247,-1.58261457,3,1
VEND2,Vendée,47.2082524,-1.46860707,3,1
LLGR3,Léo Lagrange,47.2969125,-1.5559861,3,2
LITT2,Littré,47.21780088,-1.58231866,3,1
TMET2,Trois Métairies,47.17652603,-1.5016918,3,1
VDUR1,Verdure,47.19589733,-1.65347091,3,2
PCVO2,Pontecorvo,47.2461344,-1.53265908,3,1
GMTL1,Germaine Tillon,47.26627216,-1.51378206,3,2
PCZI2,Pont de Chézine,47.23806128,-1.61441856,3,2
FANE2,Faneurs,47.21374022,-1.7019657,3,1
BTLE1,Bouteillerie,47.22148019,-1.54350501,3,1
RAZA2,Ranzay,47.25317378,-1.53013671,0,1
LANA2,Launay,47.26551981,-1.63233563,3,1
MPAU1,Marcel Paul,47.24603463,-1.61650898,0,1
KOUF2,Koufra,47.24935655,-1.53009212,3,1
COCH2,Cochard,47.22402387,-1.55052864,3,1
VDNI1,Ville au Denis,47.16233197,-1.62748913,3,2
FDDR2,Fac de Droit,47.24378548,-1.5521239,3,1
OGVA2,Orvault Grand Val,47.26173101,-1.59193894,0,1
PTNE1,Platanes,47.24556122,-1.52466351,3,1
RLEA2,Rouleaux,47.20010418,-1.46605219,3,1
MARR2,Maison d'Arrêt,47.26695268,-1.50303849,3,1
LBOS2,La Brosse,47.33307029,-1.56986226,3,2
BNET1,Bignonnet,47.17551899,-1.46509599,3,2
BTEC2,Bretéché,47.22529184,-1.54860985,3,1
BOSI4,Boissière,47.25485356,-1.56596437,3,1
TROC2,Trocardière,47.18322818,-1.57027848,0,1
ECHO4,Échoppes,47.14298507,-1.68644233,3,1
CLAM2,Clos Ami,47.21222086,-1.65566514,3,1
MPAU2,Marcel Paul,47.24573923,-1.61590384,0,1
PROU5,Pont Rousseau - Martyrs,47.19240705,-1.54755996,3,1
SPHI1,Saphirs,47.20490914,-1.65791502,3,1
PTVI1,Patis Viaud,47.13860338,-1.45757987,3,2
MSHE3,Mairie de St-Herblain,47.21153455,-1.64897687,3,1
VEPR1,Vesprées,47.24605605,-1.50223626,3,1
MASS1,Massigné,47.29892681,-1.57950986,3,2
TPOD2,Tripode,47.20818082,-1.54062154,3,1
CVBL1,Cheveux Blancs,47.26553292,-1.6350425,3,2
JPTR2,Jupiter,47.28486843,-1.45601448,3,2
CDAN2,Chêne des Anglais,47.26138541,-1.57300476,0,1
GTAE2,Grootaers,47.23937755,-1.58507292,3,1
MRR97,Marrière,47.23756781,-1.52539554,3,2
CRAI1,Clairais,47.27555119,-1.43856757,3,1
TENA1,Tertre,47.21441622,-1.6079228,0,1
LAN99,Launay,47.26514142,-1.63139587,3,2
LSOU1,La Source,47.30569067,-1.55164194,3,1
BBON2,Boisbonne,47.2868515,-1.50862194,3,2
MOUT1,Moutonnerie,47.21956936,-1.53301942,0,1
PRTE1,Portereau,47.16825014,-1.50160574,3,1
HLLR1,Hillière,47.28774888,-1.43001755,3,2
JOTE1,Jouetterie,47.13146095,-1.66248403,3,2
MRAI2,Maraîchers,47.18464736,-1.51054005,3,1
CTLI2,Courteline,47.23661613,-1.58692414,3,1
AESP2,Aérospatiale,47.16134225,-1.58704692,3,2
JJCE2,Jean Jaurès,47.30120667,-1.54976116,3,2
SOUI5,Souillarderie,47.23828864,-1.51626081,3,1
BAIR1,Bel Air,47.22575662,-1.55968206,3,1
SJAC2,St-Jacques,47.19615315,-1.5378712,3,1
PAMI2,Palmiers,47.19014359,-1.53300479,3,2
REFR2,Réfractaires,47.30277568,-1.54751061,3,1
MCCO2,Marché Commun,47.26038945,-1.49980212,3,2
LCSE2,La Close,47.24169824,-1.57362721,3,1
MRDI1,Maison Radieuse,47.18828616,-1.56693899,3,1
PRSS2,Pressoir,47.12355727,-1.63869276,3,2
BSE10,Beauséjour,47.23791822,-1.58611247,3,1
ATAR1,Antarès,47.28166503,-1.45965683,3,2
BIEE4,Belle Île,47.22289203,-1.73054707,3,1
PRFO2,Profondine,47.19619413,-1.48859121,3,2
PVIL2,Petit Village,47.2170049,-1.65126032,3,2
HLAN2,Haute Lande,47.15391657,-1.52368298,3,1
LOIR1,Loire,47.24830526,-1.48661076,3,1
PIRC1,Pirmil,47.19619167,-1.54256095,0,1
GAIL2,Garillère,47.19241701,-1.5212657,3,1
NONO2,Noë Nozou,47.13020096,-1.63697621,3,1
PAON1,Papillons,47.1468399,-1.51917297,3,1
CLZE2,Clouzeaux,47.17944718,-1.49261766,3,2
GLEI2,Grolerie,47.17283783,-1.47248147,3,1
HVNA2,Hôtel de Ville,47.21775661,-1.55425189,3,2
PTEC2,Polytech,47.28072041,-1.51387821,3,2
GGNO1,Grignon,47.2163381,-1.46626223,3,1
BSEJ9,Beauséjour,47.23801391,-1.5865559,3,1
BISS2,Bossis,47.21248221,-1.71219766,3,2
GRZI2,Grezillières,47.21439055,-1.47829212,3,1
FMIT1,François Mitterrand,47.22203468,-1.63790515,0,1
LCAR1,Le Cardo,47.26173488,-1.58454604,0,1
CRCE1,Courocerie,47.25177254,-1.49936106,3,1
BDAN2,Bd des Anglais,47.22641956,-1.58332296,3,1
MDOU3,Mairie de Doulon,47.22700082,-1.51871473,3,2
DAYA2,Dayat,47.20197925,-1.67711382,3,2
LMNE3,Lemoine,47.23527927,-1.5463905,3,1
CMCI2,Clémencière,47.26952687,-1.43552097,3,1
LDRE4,Landreau,47.23154543,-1.51604876,3,2
MDA71,Maison des Arts,47.21150745,-1.61663464,3,2
VVRE2,Vièvre,47.1980557,-1.81437125,3,1
BHAR1,Bois Hardy,47.19828491,-1.60054396,3,1
BTLE2,Bouteillerie,47.22169095,-1.54280905,3,1
FFAU2,Félix Faure,47.22700593,-1.5694196,0,1
JLVE1,Joliverie,47.18965588,-1.51724841,3,1
PTRE2,Portereau,47.19323488,-1.47731147,3,1
LBOS1,La Brosse,47.33298,-1.56960262,3,2
FLRI1,Floride,47.2135258,-1.60362056,3,1
OGVA5,Orvault Grand Val,47.26296316,-1.59450234,3,1
MARR1,Maison d'Arrêt,47.26644048,-1.5033285,3,1
MLLI4,Mellinet,47.21120208,-1.57567711,3,1
GDRE2,Guindré,47.23920277,-1.53803053,3,1
BGLA6,Basse-Goulaine,47.21039161,-1.46603522,3,1
CHPO1,Champonnière,47.1640358,-1.50606698,3,2
BALI1,Balinière,47.18625167,-1.55378382,0,1
CLOT1,Clotais,47.19314551,-1.71842177,3,1
ECHO1,Échoppes,47.14399205,-1.6855423,3,1
LRHE1,Les Roches,47.26358828,-1.57938172,3,1
PSEV2,Parc de la Sèvre,47.16478468,-1.48041309,3,2
LRHE3,Les Roches,47.26370581,-1.58016434,3,1
MCUR2,Madame Curie,47.18922899,-1.55555266,3,1
CDAN3,Chêne des Anglais,47.26153847,-1.57308607,3,1
PIRD1,Pirmil,47.19609738,-1.54268626,3,2
FRRR2,Frères Rousseau,47.12611534,-1.62848825,3,1
NLBR2,Noë Lambert,47.23045522,-1.52916333,3,1
DPTE2,Déportés,47.19716038,-1.49228215,3,2
SJPO2,St-Joseph de Porterie,47.26782991,-1.51702879,3,1
RPAR2,Rond-Point de Paris,47.2334348,-1.53640143,3,1
GSAN1,George Sand,47.16578544,-1.54492912,3,1
TERR2,Terray,47.25141986,-1.52673475,3,1
MDPO3,Moulin de Porterie,47.27563432,-1.51329207,3,2
PIAO1,Piano'cktail,47.17481481,-1.60637767,3,1
MOTE3,Motte Rouge,47.22891234,-1.55355476,3,1
SBAI1,St-Blaise,47.16722795,-1.46909917,3,1
PAON2,Papillons,47.14602381,-1.51906803,3,1
CDAN1,Chêne des Anglais,47.26147784,-1.57351956,0,1
PDUC2,Prairie au Duc,47.20424565,-1.5643485,3,1
MICH4,Michelet,47.23453728,-1.55706745,3,1
ECOS1,Écosse,47.2151606,-1.52636361,3,1
RDGO1,Radigois,47.19299621,-1.51795401,3,1
CSIB2,Clos Siban,47.21023072,-1.6464119,3,1
VISO1,Vison,47.24425268,-1.50970482,3,1
HAL59,Haluchère - Batignolles,47.24963011,-1.52289395,3,1
MSOR2,Mairie des Sorinières,47.1488318,-1.5317461,3,1
RMNE3,Romanet,47.2122489,-1.60850853,3,1
LECH2,Lechat,47.20411047,-1.58094203,3,1
SCLE2,St-Clément,47.22212067,-1.54697817,3,1
TRQU1,Terres Quartières,47.13475509,-1.65911052,3,2
BRNI2,Baronnière,47.25953711,-1.60392152,3,1
EDRE1,Erdreau,47.29109897,-1.50125811,3,2
CHSS2,Chaussée,47.17723962,-1.52205834,3,1
SOEC1,Souchais École,47.30363818,-1.49835918,3,1
CHOC2,Chocolaterie,47.24276681,-1.52801535,3,1
GMTL2,Germaine Tillon,47.26635541,-1.5132575,3,2
BNON1,Bignon,47.2493805,-1.598001,0,1
PRMI2,Pyramide,47.20806136,-1.49283352,3,1
LCEE4,La Carrée,47.16870893,-1.54303449,3,1
LPEL3,Le Pellerin,47.20051837,-1.76316109,3,1
PLES1,Plessis,47.30119937,-1.55225106,3,2
TEBS2,Tertre,47.19668838,-1.74451091,3,1
PTGO1,Poitou,47.20924679,-1.46972189,3,2
AUGE1,Augé,47.19498076,-1.51740323,3,2
CMNE2,Commune 1871,47.19932642,-1.49967325,3,1
PBRE2,Petit Breton,47.21317928,-1.59871077,3,1
SLAU1,St-Laurent,47.22332467,-1.59765512,3,1
PPOU2,Pré Poulain,47.27201878,-1.44454493,3,2
BANS2,Bois des Anses,47.2470678,-1.49485997,3,1
MLRA1,Malraux,47.25439837,-1.51747206,3,2
CGAU2,Cimetière Gaudinière,47.24311497,-1.58272698,3,1
MADO2,Mandon,47.16044373,-1.47075359,3,2
MITR2,Mitrie,47.22823984,-1.52652415,3,1
BOVR2,Bouvre,47.17826085,-1.61308193,3,2
SAD59,Santos Dumont,47.25943581,-1.56871464,3,2
FTDO2,Fructidor,47.2394244,-1.56116852,3,2
PBAI1,Parc Bel Air,47.17867461,-1.47488336,3,2
RNIE2,Rinière,47.12863935,-1.63618599,3,2
RSNB1,Rosenberg,47.23568862,-1.65981468,3,2
CTBO1,Coteaux,47.18461412,-1.67017282,3,1
MSLL1,Marseillaise,47.20733321,-1.59096649,3,2
GADO2,Gandonnière,47.30716015,-1.54048583,3,2
MBOU1,Mairie de Bouguenais,47.17897347,-1.61919141,3,2
COCH1,Cochard,47.22454537,-1.54961991,3,1
